S1count,S2count,S3count,S4count,C12diff,C23diff,C34diff,C45diff,C51diff,hand
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
0,0,0,1,39495,672370,1381028167,275326112,1657066144,32767
